,match_uid_question_0,match_uid_question_1,match_uid_question_10,match_uid_question_11,match_uid_question_12,match_uid_question_13,match_uid_question_14,match_uid_question_15,match_uid_question_2,match_uid_question_3,match_uid_question_4,match_uid_question_5,match_uid_question_6,match_uid_question_7,match_uid_question_8,match_uid_question_9,uid_question_0,uid_question_1,uid_question_10,uid_question_11,uid_question_12,uid_question_13,uid_question_14,uid_question_15,uid_question_2,uid_question_3,uid_question_4,uid_question_5,uid_question_6,uid_question_7,uid_question_8,uid_question_9,star_plus
8240,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
8241,Slightly disagree,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Neutral,Agree,Neutral,Slightly agree,Neutral,Neutral,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Agree,Agree,Slightly agree,Disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,4.0
8242,,,,,,,,,,,,,,,,,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,5.0
8243,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.5
8244,,,,,,,,,,,,,,,,,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Agree,Slightly disagree,Disagree,Agree,Agree,Neutral,Slightly disagree,Agree,Slightly agree,Disagree,Neutral,5.0
8245,Neutral,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
8246,Disagree,Disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,4.0
8247,Agree,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Neutral,,,,,,,,,,,,,,,,,2.0
8248,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Agree,Disagree,Slightly agree,Slightly disagree,Disagree,Disagree,Agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Disagree,Agree,4.0
8249,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,5.0
8250,,,,,,,,,,,,,,,,,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly agree,5.0
8251,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,Disagree,Neutral,Slightly agree,,,,,,,,,,,,,,,,,3.0
8252,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,Agree,Neutral,Slightly agree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
8253,Disagree,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
8254,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Slightly disagree,Agree,Agree,Agree,4.75
8255,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,1.0
8256,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Neutral,Neutral,Agree,Slightly agree,Disagree,Disagree,Slightly disagree,Neutral,Neutral,Agree,Neutral,Slightly agree,Agree,2.5
8257,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
8258,,,,,,,,,,,,,,,,,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,Disagree,Neutral,Slightly agree,5.0
8259,,,,,,,,,,,,,,,,,Neutral,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,5.0
8260,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Neutral,Slightly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,4.0
8261,Slightly disagree,Neutral,Agree,Disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Agree,Agree,,,,,,,,,,,,,,,,,5.0
8262,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,5.0
8263,,,,,,,,,,,,,,,,,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,2.5
8264,Disagree,Disagree,Disagree,Agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,4.0
8265,Disagree,Disagree,Slightly agree,Agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,2.0
8266,Neutral,Neutral,Agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
8267,,,,,,,,,,,,,,,,,Neutral,Neutral,Disagree,Slightly agree,Neutral,Neutral,Slightly disagree,Neutral,Neutral,Agree,Slightly disagree,Slightly disagree,Neutral,Disagree,Disagree,Slightly agree,3.75
8268,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
8269,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,,,,,,,,,,,,,,,,,2.0
8270,Disagree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
8271,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,2.5
8272,Disagree,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Neutral,Neutral,Disagree,Slightly agree,Slightly disagree,Neutral,Neutral,Slightly disagree,Neutral,Slightly agree,,,,,,,,,,,,,,,,,2.0
8273,Disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Slightly disagree,Neutral,Neutral,Disagree,Slightly agree,Disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
8274,,,,,,,,,,,,,,,,,Disagree,Disagree,Slightly agree,Agree,Agree,Slightly disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,Slightly disagree,Slightly disagree,Slightly agree,5.0
8275,Disagree,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Slightly agree,Agree,Slightly agree,Neutral,Agree,Agree,,,,,,,,,,,,,,,,,5.0
8276,,,,,,,,,,,,,,,,,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,6.0
8277,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,2.5
8278,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Slightly agree,Slightly agree,Disagree,Agree,Agree,Slightly disagree,Slightly agree,Slightly disagree,Neutral,Disagree,Slightly agree,5.0
8279,,,,,,,,,,,,,,,,,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,5.0
8280,,,,,,,,,,,,,,,,,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly agree,Neutral,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly agree,Neutral,Agree,3.25
8281,Slightly agree,Slightly agree,Neutral,Slightly disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Neutral,Disagree,Slightly disagree,Neutral,,,,,,,,,,,,,,,,,5.0
8282,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Neutral,Neutral,Neutral,Agree,Slightly agree,Slightly agree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Disagree,Neutral,Neutral,1.5
8283,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Agree,Slightly agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,3.0
8284,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Slightly disagree,Neutral,Neutral,1.25
8285,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,2.0
8286,,,,,,,,,,,,,,,,,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,5.0
8287,Slightly agree,Slightly agree,Agree,Agree,Neutral,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,5.0
8288,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Slightly agree,Disagree,Disagree,Agree,Disagree,Disagree,Slightly disagree,Disagree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
8289,Neutral,Slightly agree,Neutral,Slightly agree,Disagree,Disagree,Slightly disagree,Disagree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
8290,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.0
8291,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Disagree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Agree,Slightly agree,Disagree,Neutral,Disagree,Slightly agree,Agree,5.0
8292,Neutral,Neutral,Disagree,Slightly agree,Neutral,Neutral,Slightly disagree,Neutral,Neutral,Agree,Slightly disagree,Slightly disagree,Neutral,Disagree,Disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
8293,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,5.0
8294,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
8295,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.0
8296,Disagree,Slightly agree,Agree,Slightly agree,Slightly disagree,Neutral,Slightly disagree,Slightly agree,Neutral,Agree,Slightly disagree,Disagree,Slightly disagree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.75
8297,,,,,,,,,,,,,,,,,Disagree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Agree,1.75
8298,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Neutral,Agree,Slightly disagree,Agree,Agree,Agree,4.75
8299,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,4.0
8300,,,,,,,,,,,,,,,,,Slightly agree,Disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly disagree,Agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly disagree,Disagree,Slightly agree,Agree,5.0
8301,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,3.25
8302,Slightly disagree,Neutral,Neutral,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Slightly disagree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
8303,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Neutral,Slightly agree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,2.0
8304,Neutral,Neutral,Neutral,Neutral,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Disagree,Agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
8305,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Neutral,Neutral,Neutral,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Agree,Slightly agree,Slightly agree,Slightly agree,Neutral,Agree,1.25
8306,,,,,,,,,,,,,,,,,Disagree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Agree,5.0
8307,,,,,,,,,,,,,,,,,Disagree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Disagree,Disagree,Slightly agree,Slightly disagree,Slightly disagree,Disagree,Disagree,Slightly agree,Agree,4.0
8308,Disagree,Neutral,Disagree,Agree,Slightly agree,Slightly agree,Agree,Neutral,Neutral,Disagree,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
8309,Slightly agree,Agree,Disagree,Agree,Slightly agree,Slightly disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Neutral,Neutral,Agree,,,,,,,,,,,,,,,,,5.0
8310,Disagree,Disagree,Agree,Neutral,Slightly agree,Slightly agree,Agree,Slightly agree,Disagree,Neutral,Neutral,Disagree,Slightly agree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,5.0
8311,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.0
8312,Neutral,Slightly agree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Disagree,Slightly disagree,Slightly agree,Neutral,Agree,Neutral,Agree,Agree,Slightly disagree,Slightly agree,,,,,,,,,,,,,,,,,5.0
8313,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly agree,Agree,Neutral,Slightly disagree,Agree,4.0
8314,,,,,,,,,,,,,,,,,Neutral,Slightly agree,Agree,Slightly agree,Slightly agree,Slightly agree,Agree,Neutral,Slightly disagree,Slightly agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,5.0
8315,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Disagree,Slightly agree,Agree,Neutral,Slightly disagree,Disagree,Agree,Slightly agree,Disagree,Neutral,Disagree,Slightly agree,Agree,2.75
8316,,,,,,,,,,,,,,,,,Disagree,Neutral,Agree,Slightly agree,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Neutral,Disagree,Slightly disagree,Neutral,Neutral,Agree,Slightly agree,5.0
8317,,,,,,,,,,,,,,,,,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,2.75
8318,Disagree,Slightly disagree,Agree,Slightly disagree,Agree,Agree,Agree,Slightly disagree,Agree,Agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,3.25
8319,,,,,,,,,,,,,,,,,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,Agree,Neutral,Slightly agree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,5.0
8320,Slightly agree,Slightly agree,Neutral,Disagree,Slightly agree,Slightly agree,Neutral,Agree,Slightly agree,Agree,Neutral,Agree,Slightly agree,Agree,Disagree,Agree,Slightly agree,Neutral,Slightly disagree,Neutral,Disagree,Agree,Slightly disagree,Agree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Agree,Slightly agree,Slightly disagree,Slightly agree,5.0
8321,Disagree,Neutral,Slightly agree,Slightly agree,Disagree,Disagree,Disagree,Disagree,Slightly disagree,Slightly agree,Disagree,Disagree,Neutral,Disagree,Disagree,Agree,,,,,,,,,,,,,,,,,5.0
8322,,,,,,,,,,,,,,,,,Neutral,Slightly disagree,Agree,Neutral,Slightly disagree,Slightly agree,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly disagree,Agree,3.25
8323,,,,,,,,,,,,,,,,,Agree,Agree,Agree,Neutral,Agree,Slightly agree,Disagree,Neutral,Neutral,Agree,Neutral,Agree,Neutral,Neutral,Agree,Agree,1.25
8324,Slightly disagree,Neutral,Slightly disagree,Neutral,Agree,Agree,Neutral,Slightly agree,Neutral,Agree,Neutral,Neutral,Slightly agree,Slightly disagree,Slightly disagree,Agree,,,,,,,,,,,,,,,,,1.0
8325,Slightly disagree,Neutral,Slightly agree,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Neutral,Slightly agree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,,,,,,,,,,,,,,,,,4.0
8326,Slightly agree,Slightly agree,Slightly agree,Slightly agree,Disagree,Slightly agree,Slightly agree,Neutral,Slightly agree,Neutral,Neutral,Slightly disagree,Slightly agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,5.0
8327,Disagree,Neutral,Agree,Slightly agree,Disagree,Agree,Neutral,Slightly disagree,Slightly disagree,Disagree,Agree,Neutral,Agree,Agree,Disagree,Agree,,,,,,,,,,,,,,,,,5.0
8328,Neutral,Neutral,Slightly agree,Slightly agree,Neutral,Neutral,Slightly agree,Agree,Slightly agree,Agree,Slightly disagree,Disagree,Slightly agree,Disagree,Neutral,Slightly agree,,,,,,,,,,,,,,,,,5.0
8329,Neutral,Slightly agree,Neutral,Neutral,Neutral,Agree,Slightly agree,Disagree,Slightly agree,Neutral,Slightly disagree,Neutral,Neutral,Neutral,Slightly agree,Agree,,,,,,,,,,,,,,,,,2.5
8330,,,,,,,,,,,,,,,,,Slightly disagree,Slightly disagree,Slightly agree,Slightly agree,Disagree,Neutral,Slightly agree,Slightly disagree,Disagree,Slightly agree,Disagree,Slightly disagree,Slightly agree,Disagree,Slightly disagree,Agree,2.5
8331,Disagree,Slightly disagree,Agree,Slightly disagree,Slightly agree,Slightly disagree,Neutral,Disagree,Slightly agree,Slightly disagree,Disagree,Neutral,Slightly agree,Slightly disagree,Slightly agree,Agree,,,,,,,,,,,,,,,,,3.25
8332,,,,,,,,,,,,,,,,,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Slightly agree,Agree,3.0
8333,Slightly agree,Slightly disagree,Slightly disagree,Slightly disagree,Disagree,Slightly disagree,Disagree,Disagree,Neutral,Slightly agree,Slightly agree,Neutral,Neutral,Slightly agree,Neutral,Slightly agree,Disagree,Neutral,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Neutral,5.0
8334,,,,,,,,,,,,,,,,,Slightly agree,Agree,Neutral,Neutral,Slightly agree,Slightly agree,Agree,Neutral,Slightly agree,Neutral,Slightly disagree,Neutral,Slightly disagree,Neutral,Slightly agree,Slightly agree,3.25
8335,Slightly agree,Slightly agree,Agree,Agree,Neutral,Slightly disagree,Slightly agree,Agree,Slightly agree,Agree,Neutral,Slightly agree,Agree,Neutral,Slightly agree,Slightly agree,,,,,,,,,,,,,,,,,2.5
8336,,,,,,,,,,,,,,,,,Disagree,Disagree,Neutral,Agree,Slightly disagree,Agree,Slightly agree,Disagree,Slightly agree,Slightly disagree,Slightly agree,Neutral,Neutral,Disagree,Disagree,Agree,1.0
8337,Disagree,Disagree,Agree,Disagree,Disagree,Slightly agree,Neutral,Disagree,Neutral,Agree,Neutral,Slightly agree,Agree,Neutral,Slightly disagree,Agree,,,,,,,,,,,,,,,,,2.5
